tool,rule_id,name,category,kind,cwes,severity,file,line,message
Semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,python.django.security.audit.csrf-exempt.no-csrf-exempt,CSRF,security,CWE-352,Medium,introduction/views.py,452,"Detected usage of @csrf_exempt, which indicates that there is no CSRF token set for this route. This could lead to an attacker manipulating the user's account and exfiltration of private data. Instead, create a function without this decorator."
Semgrep,python.django.security.injection.code.user-eval.user-eval,python.django.security.injection.code.user-eval.user-eval,Code Injection,security,CWE-95,Medium,introduction/views.py,456,"Found user data in a call to 'eval'. This is extremely dangerous because it can enable an attacker to execute arbitrary remote code on the system. Instead, refactor your code to not use 'eval' and instead use a safe library for the specific functionality you need."
Semgrep,python.lang.security.audit.eval-detected.eval-detected,python.lang.security.audit.eval-detected.eval-detected,Code Injection,security,CWE-95,Medium,introduction/views.py,460,"Detected the use of eval(). eval() can be dangerous if used to evaluate dynamic content. If this content can be input from outside the program, this may be a code injection vulnerability. Ensure evaluated content is not definable by external sources."
Semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,python.django.security.audit.csrf-exempt.no-csrf-exempt,CSRF,security,CWE-352,Medium,introduction/views.py,492,"Detected usage of @csrf_exempt, which indicates that there is no CSRF token set for this route. This could lead to an attacker manipulating the user's account and exfiltration of private data. Instead, create a function without this decorator."
Semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,python.django.security.audit.csrf-exempt.no-csrf-exempt,CSRF,security,CWE-352,Medium,introduction/views.py,550,"Detected usage of @csrf_exempt, which indicates that there is no CSRF token set for this route. This could lead to an attacker manipulating the user's account and exfiltration of private data. Instead, create a function without this decorator."
Semgrep,python.django.security.audit.avoid-insecure-deserialization.avoid-insecure-deserialization,python.django.security.audit.avoid-insecure-deserialization.avoid-insecure-deserialization,Insecure Deserialization,security,CWE-502,High,introduction/views.py,560,"Avoid using insecure deserialization library, backed by `pickle`, `_pickle`, `cpickle`, `dill`, `shelve`, or `yaml`, which are known to lead to remote code execution vulnerabilities."
Semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,python.django.security.audit.csrf-exempt.no-csrf-exempt,CSRF,security,CWE-352,Medium,introduction/views.py,573,"Detected usage of @csrf_exempt, which indicates that there is no CSRF token set for this route. This could lead to an attacker manipulating the user's account and exfiltration of private data. Instead, create a function without this decorator."
Semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,python.django.security.audit.csrf-exempt.no-csrf-exempt,CSRF,security,CWE-352,Medium,introduction/views.py,738,"Detected usage of @csrf_exempt, which indicates that there is no CSRF token set for this route. This could lead to an attacker manipulating the user's account and exfiltration of private data. Instead, create a function without this decorator."
Semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,python.django.security.audit.csrf-exempt.no-csrf-exempt,CSRF,security,CWE-352,Medium,introduction/views.py,746,"Detected usage of @csrf_exempt, which indicates that there is no CSRF token set for this route. This could lead to an attacker manipulating the user's account and exfiltration of private data. Instead, create a function without this decorator."
Semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,python.django.security.audit.csrf-exempt.no-csrf-exempt,CSRF,security,CWE-352,Medium,introduction/views.py,782,"Detected usage of @csrf_exempt, which indicates that there is no CSRF token set for this route. This could lead to an attacker manipulating the user's account and exfiltration of private data. Instead, create a function without this decorator."
Semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,python.django.security.audit.csrf-exempt.no-csrf-exempt,CSRF,security,CWE-352,Medium,introduction/views.py,846,"Detected usage of @csrf_exempt, which indicates that there is no CSRF token set for this route. This could lead to an attacker manipulating the user's account and exfiltration of private data. Instead, create a function without this decorator."
Semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,python.django.security.audit.csrf-exempt.no-csrf-exempt,CSRF,security,CWE-352,Medium,introduction/views.py,854,"Detected usage of @csrf_exempt, which indicates that there is no CSRF token set for this route. This could lead to an attacker manipulating the user's account and exfiltration of private data. Instead, create a function without this decorator."
Semgrep,python.django.security.audit.raw-query.avoid-raw-sql,python.django.security.audit.raw-query.avoid-raw-sql,SQL Injection,security,CWE-89,Medium,introduction/views.py,878,"Detected the use of 'RawSQL' or 'raw' indicating the execution of a non-parameterized SQL query. This could lead to a SQL injection and therefore protected information could be leaked. Instead, use Django ORM and parameterized queries before raw SQL. An example of using the Django ORM is: `People.objects.get(name='Bob')`"
Semgrep,python.django.security.injection.ssrf.ssrf-injection-requests.ssrf-injection-requests,python.django.security.injection.ssrf.ssrf-injection-requests.ssrf-injection-requests,SSRF,security,CWE-918,High,introduction/views.py,961,"Data from request object is passed to a new server-side request. This could lead to a server-side request forgery (SSRF). To mitigate, ensure that schemes and hosts are validated against an allowlist, do not forward the response to the user, and ensure proper authentication and transport-layer security in the proxied request. See https://owasp.org/www-community/attacks/Server_Side_Request_Forgery to learn more about SSRF vulnerabilities."
Semgrep,python.django.security.injection.request-data-write.request-data-write,python.django.security.injection.request-data-write.request-data-write,Dangerous File Write,security,CWE-93,Medium,introduction/views.py,981,"Found user-controlled request data passed into '.write(...)'. This could be dangerous if a malicious actor is able to control data into sensitive files. For example, a malicious actor could force rolling of critical log files, or cause a denial-of-service by using up available disk space. Instead, ensure that request data is properly escaped or sanitized."
Semgrep,python.django.security.injection.raw-html-format.raw-html-format,python.django.security.injection.raw-html-format.raw-html-format,Cross-Site Scripting,security,CWE-79,Medium,introduction/views.py,990,"Detected user input flowing into a manually constructed HTML string. You may be accidentally bypassing secure methods of rendering HTML by manually constructing HTML and this could create a cross-site scripting vulnerability, which could let attackers steal sensitive user data. To be sure this is safe, check that the HTML is rendered safely. Otherwise, use templates (`django.shortcuts.render`) which will safely render HTML instead."
Semgrep,python.lang.security.insecure-hash-algorithms-md5.insecure-hash-algorithm-md5,python.lang.security.insecure-hash-algorithms-md5.insecure-hash-algorithm-md5,Weak Cryptography,security,CWE-327,Medium,introduction/views.py,1026,Detected MD5 hash algorithm which is considered insecure. MD5 is not collision resistant and is therefore not suitable as a cryptographic signature. Use SHA256 or SHA3 instead.
Semgrep,python.lang.security.audit.md5-used-as-password.md5-used-as-password,python.lang.security.audit.md5-used-as-password.md5-used-as-password,Weak Cryptography,security,CWE-327,Medium,introduction/views.py,1026,It looks like MD5 is used as a password hash. MD5 is not considered a secure password hash because it can be cracked by an attacker in a short amount of time. Use a suitable password hashing function such as scrypt. You can use `hashlib.scrypt`.
Semgrep,python.lang.security.audit.md5-used-as-password.md5-used-as-password,python.lang.security.audit.md5-used-as-password.md5-used-as-password,Weak Cryptography,security,CWE-327,Medium,introduction/views.py,1027,It looks like MD5 is used as a password hash. MD5 is not considered a secure password hash because it can be cracked by an attacker in a short amount of time. Use a suitable password hashing function such as scrypt. You can use `hashlib.scrypt`.
Semgrep,python.django.security.audit.secure-cookies.django-secure-set-cookie,python.django.security.audit.secure-cookies.django-secure-set-cookie,Cookie Security,security,CWE-614,Medium,introduction/views.py,1076,"Django cookies should be handled securely by setting secure=True, httponly=True, and samesite='Lax' in response.set_cookie(...). If your situation calls for different settings, explicitly disable the setting. If you want to send the cookie over http, set secure=False. If you want to let client-side JavaScript read the cookie, set httponly=False. If you want to attach cookies to requests for external sites, set samesite=None."
Semgrep,python.django.security.audit.secure-cookies.django-secure-set-cookie,python.django.security.audit.secure-cookies.django-secure-set-cookie,Cookie Security,security,CWE-614,Medium,introduction/views.py,1081,"Django cookies should be handled securely by setting secure=True, httponly=True, and samesite='Lax' in response.set_cookie(...). If your situation calls for different settings, explicitly disable the setting. If you want to send the cookie over http, set secure=False. If you want to let client-side JavaScript read the cookie, set httponly=False. If you want to attach cookies to requests for external sites, set samesite=None."
Semgrep,python.django.security.audit.secure-cookies.django-secure-set-cookie,python.django.security.audit.secure-cookies.django-secure-set-cookie,Cookie Security,security,CWE-614,Medium,introduction/views.py,1109,"Django cookies should be handled securely by setting secure=True, httponly=True, and samesite='Lax' in response.set_cookie(...). If your situation calls for different settings, explicitly disable the setting. If you want to send the cookie over http, set secure=False. If you want to let client-side JavaScript read the cookie, set httponly=False. If you want to attach cookies to requests for external sites, set samesite=None."
Semgrep,python.django.security.audit.csrf-exempt.no-csrf-exempt,python.django.security.audit.csrf-exempt.no-csrf-exempt,CSRF,security,CWE-352,Medium,introduction/views.py,1177,"Detected usage of @csrf_exempt, which indicates that there is no CSRF token set for this route. This could lead to an attacker manipulating the user's account and exfiltration of private data. Instead, create a function without this decorator."
Semgrep,python.django.security.audit.secure-cookies.django-secure-set-cookie,python.django.security.audit.secure-cookies.django-secure-set-cookie,Cookie Security,security,CWE-614,Medium,introduction/views.py,1197,"Django cookies should be handled securely by setting secure=True, httponly=True, and samesite='Lax' in response.set_cookie(...). If your situation calls for different settings, explicitly disable the setting. If you want to send the cookie over http, set secure=False. If you want to let client-side JavaScript read the cookie, set httponly=False. If you want to attach cookies to requests for external sites, set samesite=None."
Semgrep,python.django.security.audit.secure-cookies.django-secure-set-cookie,python.django.security.audit.secure-cookies.django-secure-set-cookie,Cookie Security,security,CWE-614,Medium,introduction/views.py,1204,"Django cookies should be handled securely by setting secure=True, httponly=True, and samesite='Lax' in response.set_cookie(...). If your situation calls for different settings, explicitly disable the setting. If you want to send the cookie over http, set secure=False. If you want to let client-side JavaScript read the cookie, set httponly=False. If you want to attach cookies to requests for external sites, set samesite=None."
